zAbs,zMes,Ka,Kb,La,Lb,Ll,Ma,Mb
Fe,Ac,0,0,91,50,0,0,0
Fe,Th,0,0,85,46,0,578,506
Fe,Pa,0,0,80,42,0,535,467
Fe,U,0,0,74,39,0,495,430
Co,H,0,0,0,0,0,0,0
Co,He,0,0,0,0,0,0,0
Co,Li,0,0,0,0,0,0,0
Co,Be,17362,0,0,0,0,0,0
Co,B,31291,0,0,0,0,0,0
Co,C,15527,0,0,0,0,0,0
Co,N,7944,0,0,0,0,0,0
Co,O,4364,0,0,0,0,0,0
Co,F,2559,0,0,0,0,0,0
Co,Ne,12754,0,0,0,0,0,0
Co,Na,9320,8722,0,0,0,0,0
Co,Mg,5999,5479,0,0,0,0,0
Co,Al,3958,3530,0,0,0,0,0
Co,Si,2669,2328,0,0,0,0,0
Co,P,1834,1568,0,0,0,0,0
Co,S,1284,1080,0,0,0,0,0
Co,Cl,915,755,0,0,0,0,0
Co,Ar,661,538,0,0,0,0,0
Co,K,486,390,0,0,0,0,0
Co,Ca,361,287,10469,10469,0,0,0
Co,Sc,273,215,7824,7628,0,0,0
Co,Ti,208,163,5949,5790,0,0,0
Co,V,161,125,4617,4470,0,0,0
Co,Cr,126,97,3635,3505,0,0,0
Co,Mn,99,76,2910,2797,0,0,0
Co,Fe,79,60,2349,2253,0,0,0
Co,Co,63,48,1917,12470,0,0,0
Co,Ni,51,307,12653,12102,0,0,0
Co,Cu,329,253,12089,11515,0,0,0
Co,Zn,274,209,9953,9446,0,0,0
Co,Ga,229,174,8227,7770,0,0,0
Co,Ge,192,145,6828,6420,0,0,0
Co,As,162,122,5688,5329,0,0,0
Co,Se,137,102,4764,4442,0,0,0
Co,Br,116,86,4004,3712,0,0,0
Co,Kr,99,73,3371,3114,0,0,0
Co,Rb,85,62,2857,2623,0,0,0
Co,Sr,73,53,2424,2215,0,0,0
Co,Y,63,46,2067,1877,0,0,0
Co,Zr,54,39,1770,1597,0,0,0
Co,Nb,47,34,1517,1362,0,0,0
Co,Mo,41,30,1306,1164,0,0,0
Co,Tc,35,26,1128,999,0,0,0
Co,Ru,31,22,976,860,0,0,0
Co,Rh,27,20,848,742,0,0,0
Co,Pd,24,17,739,642,0,0,0
Co,Ag,21,15,646,557,0,0,0
Co,Cd,19,13,565,484,0,0,0
Co,In,16,12,497,423,0,0,0
Co,Sn,15,10,437,369,0,0,0
Co,Sb,13,9,386,324,0,0,0
Co,Te,12,8,342,284,0,0,0
Co,I,10,0,303,250,0,0,0
Co,Xe,9,0,269,0,0,0,0
Co,Cs,8,0,240,195,0,0,0
Co,Ba,0,0,214,173,0,0,0
Co,La,0,0,191,153,0,13311,12587
Co,Ce,0,0,171,136,0,11672,11121
Co,Pr,0,0,154,121,0,12119,11515
Co,Nd,0,0,138,108,0,10771,10303
Co,Pm,0,0,125,96,0,0,0
Co,Sm,0,0,112,86,0,8534,8192
Co,Eu,0,0,102,77,0,7673,7331
Co,Gd,0,0,92,69,0,6869,6548
Co,Tb,0,0,84,62,0,6163,5863
Co,Dy,0,0,76,56,0,5572,5251
Co,Ho,0,0,69,50,0,5036,4731
Co,Er,0,0,63,356,0,4543,4262
Co,Tm,0,0,58,324,0,4127,3854
Co,Yb,0,0,53,295,0,3742,3469
Co,Lu,0,0,48,268,0,3398,3143
Co,Hf,0,0,346,244,0,3076,2840
Co,Ta,0,0,319,223,0,2790,2571
Co,W,0,0,295,204,0,2537,2331
Co,Re,0,0,273,186,0,2305,2115
Co,Os,0,0,253,170,0,2103,1922
Co,Ir,0,0,234,155,0,1917,1743
Co,Pt,0,0,217,142,0,1749,1591
Co,Au,0,0,201,130,0,1599,1448
Co,Hg,0,0,187,119,0,1465,1321
Co,Tl,0,0,174,109,0,1340,1208
Co,Pb,0,0,161,100,0,1230,1105
Co,Bi,0,0,150,91,0,1129,1011
Co,Po,0,0,140,84,0,0,0
Co,At,0,0,130,77,0,0,0
Co,Rn,0,0,121,71,0,0,0
Co,Fr,0,0,113,65,0,0,0
Co,Ra,0,0,106,59,0,0,0
Co,Ac,0,0,99,55,0,0,0
Co,Th,0,0,92,50,0,639,560
Co,Pa,0,0,86,46,0,592,517
Co,U,0,0,81,42,0,548,477
Ni,H,0,0,0,0,0,0,0
Ni,He,0,0,0,0,0,0,0
Ni,Li,0,0,0,0,0,0,0
Ni,Be,34393,0,0,0,0,0,0
Ni,B,35672,0,0,0,0,0,0
Ni,C,18009,0,0,0,0,0,0
Ni,N,9262,0,0,0,0,0,0
Ni,O,5077,0,0,0,0,0,0
Ni,F,2959,0,0,0,0,0,0
Ni,Ne,1820,0,0,0,0,0,0
Ni,Na,10607,9933,0,0,0,0,0
Ni,Mg,6856,6268,0,0,0,0,0
Ni,Al,4542,4056,0,0,0,0,0
Ni,Si,3074,2684,0,0,0,0,0
Ni,P,2119,1814,0,0,0,0,0
Ni,S,1488,1252,0,0,0,0,0
Ni,Cl,1062,878,0,0,0,0,0
Ni,Ar,769,627,0,0,0,0,0
Ni,K,566,455,0,0,0,0,0
Ni,Ca,421,335,12193,12193,0,0,0
Ni,Sc,318,251,9121,8894,0,0,0
Ni,Ti,243,190,6933,6747,0,0,0
Ni,V,188,146,5373,5201,0,0,0
Ni,Cr,147,113,4221,4069,0,0,0
Ni,Mn,116,89,3370,3239,0,0,0
Ni,Fe,92,70,2713,2601,0,0,0
Ni,Co,74,56,2208,2119,0,0,0
Ni,Ni,60,46,1806,11371,0,0,0
Ni,Cu,49,288,11776,11221,0,0,0
Ni,Zn,311,238,11320,10749,0,0,0
Ni,Ga,260,198,9374,8858,0,0,0
Ni,Ge,219,165,7794,7333,0,0,0
Ni,As,184,139,6504,6098,0,0,0
Ni,Se,156,117,5458,5092,0,0,0
Ni,Br,133,99,4595,4262,0,0,0
Ni,Kr,113,84,3874,3581,0,0,0
Ni,Rb,97,72,3288,3021,0,0,0
Ni,Sr,83,61,2795,2555,0,0,0
Ni,Y,72,53,2386,2168,0,0,0
Ni,Zr,62,45,2045,1847,0,0,0
Ni,Nb,54,39,1756,1577,0,0,0
Ni,Mo,47,34,1513,1350,0,0,0
Ni,Tc,41,30,1308,1159,0,0,0
Ni,Ru,36,26,1133,999,0,0,0
Ni,Rh,31,23,985,863,0,0,0
Ni,Pd,28,20,859,747,0,0,0
Ni,Ag,24,17,751,649,0,0,0
Ni,Cd,21,15,658,564,0,0,0
Ni,In,19,14,578,493,0,0,0
Ni,Sn,17,12,509,431,0,0,0
Ni,Sb,15,11,450,377,0,0,0
Ni,Te,13,10,398,331,0,0,0
Ni,I,12,0,353,292,0,0,0
Ni,Xe,11,0,314,0,0,0,0
Ni,Cs,10,0,280,228,0,0,0
Ni,Ba,0,0,250,202,0,0,0
Ni,La,0,0,223,179,0,1896,1797
Ni,Ce,0,0,200,159,0,13236,12617
Ni,Pr,0,0,180,141,0,11804,11221
Ni,Nd,0,0,162,126,0,10503,10051
Ni,Pm,0,0,145,113,0,0,0
Ni,Sm,0,0,131,101,0,9721,9335
Ni,Eu,0,0,119,90,0,8748,8362
Ni,Gd,0,0,108,81,0,7840,7478
Ni,Tb,0,0,98,73,0,7042,6702
Ni,Dy,0,0,89,65,0,6373,6010
Ni,Ho,0,0,81,59,0,5766,5419
Ni,Er,0,0,74,53,0,5207,4888
Ni,Tm,0,0,67,48,0,4734,4424
Ni,Yb,0,0,61,334,0,4296,3986
Ni,Lu,0,0,56,305,0,3905,3614
Ni,Hf,0,0,52,278,0,3538,3269
Ni,Ta,0,0,47,254,0,3211,2961
Ni,W,0,0,335,232,0,2924,2688
Ni,Re,0,0,310,212,0,2658,2440
Ni,Os,0,0,287,193,0,2427,2219
Ni,Ir,0,0,266,177,0,2214,2014
Ni,Pt,0,0,247,162,0,2022,1840
Ni,Au,0,0,229,148,0,1849,1676
Ni,Hg,0,0,213,136,0,1696,1531
Ni,Tl,0,0,198,124,0,1552,1400
Ni,Pb,0,0,184,114,0,1425,1281
Ni,Bi,0,0,171,105,0,1309,1173
Ni,Po,0,0,160,96,0,0,0
Ni,At,0,0,149,88,0,0,0
Ni,Rn,0,0,139,81,0,0,0
Ni,Fr,0,0,130,74,0,0,0
Ni,Ra,0,0,121,68,0,0,0
Ni,Ac,0,0,113,63,0,0,0
Ni,Th,0,0,106,58,0,743,651
Ni,Pa,0,0,99,53,0,689,601
Ni,U,0,0,93,49,0,638,555
Cu,H,0,0,0,0,0,0,0
Cu,He,0,0,0,0,0,0,0
Cu,Li,0,0,0,0,0,0,0
Cu,Be,54431,0,0,0,0,0,0
Cu,B,37113,0,0,0,0,0,0
Cu,C,19142,0,0,0,0,0,0
Cu,N,9926,0,0,0,0,0,0
Cu,O,5442,0,0,0,0,0,0
Cu,F,3158,0,0,0,0,0,0
Cu,Ne,1931,0,0,0,0,0,0
Cu,Na,9470,8873,0,0,0,0,0
Cu,Mg,7164,6554,0,0,0,0,0
Cu,Al,4764,4258,0,0,0,0,0
Cu,Si,3236,2829,0,0,0,0,0
Cu,P,2238,1918,0,0,0,0,0
Cu,S,1575,1328,0,0,0,0,0
Cu,Cl,1127,933,0,0,0,0,0
Cu,Ar,818,667,0,0,0,0,0
Cu,K,602,485,0,0,0,0,0
Cu,Ca,449,358,13037,13037,0,0,0
Cu,Sc,339,268,9776,9533,0,0,0
Cu,Ti,260,203,7436,7237,0,0,0
Cu,V,201,156,5760,5575,0,0,0
Cu,Cr,157,121,4520,4356,0,0,0
Cu,Mn,124,95,3602,3460,0,0,0
Cu,Fe,99,75,2893,2772,0,0,0
Cu,Co,79,60,2349,2253,0,0,0
Cu,Ni,64,49,1916,1835,0,0,0
Cu,Cu,52,40,1582,9596,0,0,0
Cu,Zn,43,248,10100,9596,0,0,0
Cu,Ga,271,207,9766,9233,0,0,0
Cu,Ge,228,173,8133,7657,0,0,0
Cu,As,193,145,6799,6378,0,0,0
Cu,Se,163,122,5715,5335,0,0,0
Cu,Br,139,104,4819,4473,0,0,0
Cu,Kr,118,88,4070,3765,0,0,0
Cu,Rb,102,75,3459,3181,0,0,0
Cu,Sr,87,64,2944,2694,0,0,0
Cu,Y,75,55,2517,2290,0,0,0
Cu,Zr,65,48,2160,1953,0,0,0
Cu,Nb,57,41,1857,1669,0,0,0
Cu,Mo,49,36,1602,1430,0,0,0
Cu,Tc,43,31,1386,1230,0,0,0
Cu,Ru,38,27,1202,1061,0,0,0
Cu,Rh,33,24,1046,917,0,0,0
Cu,Pd,29,21,913,795,0,0,0
Cu,Ag,26,18,799,690,0,0,0
Cu,Cd,23,16,700,601,0,0,0
Cu,In,20,14,616,525,0,0,0
Cu,Sn,18,13,543,459,0,0,0
Cu,Sb,16,11,479,402,0,0,0
Cu,Te,14,10,425,354,0,0,0
Cu,I,13,0,377,312,0,0,0
Cu,Xe,11,0,335,0,0,0,0
Cu,Cs,10,0,299,243,0,0,0
Cu,Ba,0,0,267,215,0,0,0
Cu,La,0,0,239,191,0,2012,1906
Cu,Ce,0,0,214,170,0,1772,1691
Cu,Pr,0,0,192,151,0,1586,9596
Cu,Nd,0,0,173,135,0,10914,10448
Cu,Pm,0,0,155,120,0,0,0
Cu,Sm,0,0,140,108,0,8686,9725
Cu,Eu,0,0,127,96,0,9120,8721
Cu,Gd,0,0,115,87,0,8182,7807
Cu,Tb,0,0,104,78,0,7356,7005
Cu,Dy,0,0,95,70,0,6663,6287
Cu,Ho,0,0,86,63,0,6034,5675
Cu,Er,0,0,79,57,0,5455,5124
Cu,Tm,0,0,72,51,0,4964,4642
Cu,Yb,0,0,66,46,0,4509,4186
Cu,Lu,0,0,60,42,0,4102,3799
Cu,Hf,0,0,55,289,0,3720,3439
Cu,Ta,0,0,51,264,0,3379,3118
Cu,W,0,0,47,242,0,3079,2833
Cu,Re,0,0,43,221,0,2802,2574
Cu,Os,0,0,39,202,0,2561,2343
Cu,Ir,0,0,277,185,0,2337,2128
Cu,Pt,0,0,257,169,0,2136,1946
Cu,Au,0,0,239,155,0,1955,1773
Cu,Hg,0,0,222,142,0,1794,1620
Cu,Tl,0,0,206,130,0,1643,1483
Cu,Pb,0,0,192,119,0,1510,1358
Cu,Bi,0,0,179,110,0,1388,1244
Cu,Po,0,0,167,100,0,0,0
Cu,At,0,0,156,92,0,0,0
Cu,Rn,0,0,145,85,0,0,0
Cu,Fr,0,0,136,78,0,0,0
Cu,Ra,0,0,127,72,0,0,0
Cu,Ac,0,0,118,66,0,0,0
Cu,Th,0,0,111,61,0,790,693
Cu,Pa,0,0,104,56,0,733,640
Cu,U,0,0,97,51,0,679,591
Zn,H,0,0,0,0,0,0,0
Zn,He,0,0,0,0,0,0,0
Zn,Li,0,0,0,0,0,0,0
Zn,Be,77364,0,0,0,0,0,0
Zn,B,40796,0,0,0,0,0,0
Zn,C,21586,0,0,0,0,0,0
Zn,N,11319,0,0,0,0,0,0
Zn,O,6222,0,0,0,0,0,0
Zn,F,3602,0,0,0,0,0,0
Zn,Ne,2191,0,0,0,0,0,0
Zn,Na,8431,9661,0,0,0,0,0
Zn,Mg,7826,7167,0,0,0,0,0
Zn,Al,5224,4675,0,0,0,0,0
Zn,Si,3561,3117,0,0,0,0,0
Zn,P,2471,2120,0,0,0,0,0
Zn,S,1744,1472,0,0,0,0,0
Zn,Cl,1251,1036,0,0,0,0,0
Zn,Ar,910,743,0,0,0,0,0
Zn,K,671,541,0,0,0,0,0
Zn,Ca,501,399,14816,14816,0,0,0
Zn,Sc,379,299,11150,10875,0,0,0
Zn,Ti,290,227,8498,8271,0,0,0
Zn,V,224,174,6586,6375,0,0,0
Zn,Cr,175,135,5166,4978,0,0,0
Zn,Mn,138,106,4112,3949,0,0,0
Zn,Fe,110,84,3297,3158,0,0,0
Zn,Co,89,67,2671,2561,0,0,0
Zn,Ni,72,54,2174,2081,0,0,0
Zn,Cu,59,44,1791,1708,0,0,0
Zn,Zn,48,36,1485,8542,0,0,0
Zn,Ga,40,226,9128,8634,0,0,0
Zn,Ge,249,189,7615,8360,0,0,0
Zn,As,211,159,7432,6976,0,0,0
Zn,Se,179,134,6257,5845,0,0,0
Zn,Br,152,114,5284,4908,0,0,0
Zn,Kr,130,97,4470,4138,0,0,0
Zn,Rb,111,83,3805,3501,0,0,0
Zn,Sr,96,71,3243,2969,0,0,0
Zn,Y,83,61,2776,2527,0,0,0
Zn,Zr,72,53,2386,2158,0,0,0
Zn,Nb,62,46,2053,1847,0,0,0
Zn,Mo,54,40,1774,1585,0,0,0
Zn,Tc,47,35,1536,1364,0,0,0
Zn,Ru,41,30,1334,1178,0,0,0
Zn,Rh,36,26,1162,1019,0,0,0
Zn,Pd,32,23,1014,884,0,0,0
Zn,Ag,28,20,889,768,0,0,0
Zn,Cd,25,18,779,669,0,0,0
Zn,In,22,16,686,585,0,0,0
Zn,Sn,20,14,605,512,0,0,0
Zn,Sb,18,13,535,449,0,0,0
Zn,Te,16,11,474,395,0,0,0
Zn,I,14,0,420,348,0,0,0
Zn,Xe,13,0,374,0,0,0,0
Zn,Cs,11,0,333,272,0,0,0
Zn,Ba,0,0,298,241,0,0,0
Zn,La,0,0,267,213,0,2285,2162
Zn,Ce,0,0,239,190,0,2009,1916
Zn,Pr,0,0,214,169,0,1795,1708
Zn,Nd,0,0,193,151,0,1602,1535
Zn,Pm,0,0,174,134,0,0,0
Zn,Sm,0,0,157,120,0,9459,9090
Zn,Eu,0,0,142,108,0,8529,8160
Zn,Gd,0,0,129,97,0,7660,8522
Zn,Tb,0,0,117,87,0,8034,7654
Zn,Dy,0,0,106,78,0,7284,6877
Zn,Ho,0,0,97,71,0,6603,6214
Zn,Er,0,0,88,64,0,5974,5615
Zn,Tm,0,0,80,58,0,5442,5092
Zn,Yb,0,0,74,52,0,4947,4596
Zn,Lu,0,0,67,47,0,4504,4175
Zn,Hf,0,0,62,43,0,4089,3783
Zn,Ta,0,0,57,39,0,3718,3433
Zn,W,0,0,52,264,0,3390,3121
Zn,Re,0,0,48,241,0,3088,2839
Zn,Os,0,0,44,221,0,2824,2586
Zn,Ir,0,0,41,202,0,2579,2351
Zn,Pt,0,0,38,185,0,2359,2151
Zn,Au,0,0,261,170,0,2161,1961
Zn,Hg,0,0,243,156,0,1984,1794
Zn,Tl,0,0,226,143,0,1818,1643
Zn,Pb,0,0,210,131,0,1672,1505
Zn,Bi,0,0,196,120,0,1538,1380
Zn,Po,0,0,183,110,0,0,0
Zn,At,0,0,170,101,0,0,0
Zn,Rn,0,0,159,93,0,0,0
Zn,Fr,0,0,149,86,0,0,0
Zn,Ra,0,0,139,79,0,0,0
Zn,Ac,0,0,130,72,0,0,0
Zn,Th,0,0,122,67,0,879,772
Zn,Pa,0,0,114,61,0,815,713
Zn,U,0,0,107,56,0,755,659
Ga,H,0,0,0,0,0,0,0
Ga,He,0,0,0,0,0,0,0
Ga,Li,0,0,0,0,0,0,0
Ga,Be,85842,0,0,0,0,0,0
Ga,B,42943,0,0,0,0,0,0
Ga,C,23414,0,0,0,0,0,0
Ga,N,12450,0,0,0,0,0,0
Ga,O,6878,0,0,0,0,0,0
Ga,F,3979,0,0,0,0,0,0
Ga,Ne,2411,0,0,0,0,0,0
Ga,Na,1527,1433,0,0,0,0,0
Ga,Mg,7035,7514,0,0,0,0,0
Ga,Al,5494,4921,0,0,0,0,0
Ga,Si,3758,3293,0,0,0,0,0
Ga,P,2615,2247,0,0,0,0,0
Ga,S,1851,1565,0,0,0,0,0
Ga,Cl,1331,1104,0,0,0,0,0
Ga,Ar,970,793,0,0,0,0,0
Ga,K,717,578,0,0,0,0,0
Ga,Ca,536,427,16222,16222,0,0,0
Ga,Sc,406,320,12266,11968,0,0,0
Ga,Ti,311,243,9377,9128,0,0,0
Ga,V,241,187,7279,7046,0,0,0
Ga,Cr,188,145,5712,5504,0,0,0
Ga,Mn,149,114,4545,4364,0,0,0
Ga,Fe,118,90,3640,3486,0,0,0
Ga,Co,95,72,2945,2822,0,0,0
Ga,Ni,77,58,2392,2289,0,0,0
Ga,Cu,63,48,1967,1875,0,0,0
Ga,Zn,52,39,1627,1547,0,0,0
Ga,Ga,43,32,1355,7338,0,0,0
Ga,Ge,36,199,7969,7510,0,0,0
Ga,As,221,167,6684,7316,0,0,0
Ga,Se,188,141,6568,6140,0,0,0
Ga,Br,160,120,5556,5164,0,0,0
Ga,Kr,137,102,4707,4360,0,0,0
Ga,Rb,118,87,4012,3695,0,0,0
Ga,Sr,101,75,3425,3138,0,0,0
Ga,Y,87,65,2936,2675,0,0,0
Ga,Zr,76,56,2526,2287,0,0,0
Ga,Nb,66,48,2177,1960,0,0,0
Ga,Mo,57,42,1883,1683,0,0,0
Ga,Tc,50,37,1632,1451,0,0,0
Ga,Ru,44,32,1418,1254,0,0,0
Ga,Rh,39,28,1237,1086,0,0,0
Ga,Pd,34,25,1081,943,0,0,0
Ga,Ag,30,22,948,820,0,0,0
Ga,Cd,27,19,832,715,0,0,0
Ga,In,24,17,733,625,0,0,0
Ga,Sn,21,15,646,547,0,0,0
Ga,Sb,19,13,572,480,0,0,0
Ga,Te,17,12,507,423,0,0,0
Ga,I,15,0,450,372,0,0,0
Ga,Xe,13,0,401,0,0,0,0
Ga,Cs,12,0,357,291,0,0,0
Ga,Ba,0,0,319,258,0,0,0
Ga,La,0,0,286,229,0,2515,2380
Ga,Ce,0,0,256,204,0,2209,2106
Ga,Pr,0,0,230,181,0,1971,1875
Ga,Nd,0,0,207,162,0,1757,1683
Ga,Pm,0,0,186,144,0,0,0
Ga,Sm,0,0,168,129,0,1403,1349
Ga,Eu,0,0,152,116,0,7250,8533
Ga,Gd,0,0,138,104,0,8015,7654
Ga,Tb,0,0,125,93,0,7220,6881
Ga,Dy,0,0,114,84,0,6552,7213
Ga,Ho,0,0,104,76,0,6928,6523
Ga,Er,0,0,94,68,0,6275,5900
Ga,Tm,0,0,86,62,0,5720,5355
Ga,Yb,0,0,79,56,0,5205,4838
Ga,Lu,0,0,72,51,0,4743,4399
Ga,Hf,0,0,66,46,0,4309,3989
Ga,Ta,0,0,61,42,0,3921,3624
Ga,W,0,0,56,38,0,3579,3297
Ga,Re,0,0,52,34,0,3262,3001
Ga,Os,0,0,47,31,0,2986,2736
Ga,Ir,0,0,44,213,0,2729,2489
Ga,Pt,0,0,40,195,0,2498,2279
Ga,Au,0,0,37,179,0,2290,2080
Ga,Hg,0,0,35,164,0,2104,1904
Ga,Tl,0,0,32,150,0,1930,1745
Ga,Pb,0,0,221,138,0,1775,1600
Ga,Bi,0,0,206,127,0,1634,1467
Ga,Po,0,0,192,116,0,0,0
Ga,At,0,0,179,107,0,0,0
Ga,Rn,0,0,167,98,0,0,0
Ga,Fr,0,0,156,90,0,0,0
Ga,Ra,0,0,146,83,0,0,0
Ga,Ac,0,0,137,77,0,0,0
Ga,Th,0,0,128,70,0,938,823
Ga,Pa,0,0,120,65,0,870,761
Ga,U,0,0,113,60,0,806,703
Ge,H,0,0,0,0,0,0,0
Ge,He,0,0,0,0,0,0,0
Ge,Li,0,0,0,0,0,0,0
Ge,Be,98215,0,0,0,0,0,0
Ge,B,45420,0,0,0,0,0,0
Ge,C,25647,0,0,0,0,0,0
Ge,N,13864,0,0,0,0,0,0
Ge,O,7715,0,0,0,0,0,0
Ge,F,4469,0,0,0,0,0,0
Ge,Ne,2701,0,0,0,0,0,0
Ge,Na,1704,1597,0,0,0,0,0
Ge,Mg,7510,6887,0,0,0,0,0
Ge,Al,5885,5277,0,0,0,0,0
Ge,Si,4040,3544,0,0,0,0,0
Ge,P,2820,2426,0,0,0,0,0
Ge,S,2002,1694,0,0,0,0,0
Ge,Cl,1443,1199,0,0,0,0,0
Ge,Ar,1054,862,0,0,0,0,0
Ge,K,780,630,0,0,0,0,0
Ge,Ca,584,466,17963,17963,0,0,0
Ge,Sc,443,350,13663,13337,0,0,0
Ge,Ti,339,266,10487,10212,0,0,0
Ge,V,263,204,8162,7902,0,0,0
Ge,Cr,206,159,6413,6181,0,0,0
Ge,Mn,162,125,5105,4902,0,0,0
Ge,Fe,130,99,4088,3914,0,0,0
Ge,Co,104,79,3304,3166,0,0,0
Ge,Ni,84,64,2680,2564,0,0,0
Ge,Cu,69,52,2200,2096,0,0,0
Ge,Zn,57,43,1817,1726,0,0,0
Ge,Ga,47,35,1509,1428,0,0,0
Ge,Ge,39,29,1262,6475,0,0,0
Ge,As,33,180,7138,6707,0,0,0
Ge,Se,202,152,6028,6571,0,0,0
Ge,Br,172,129,5951,5535,0,0,0
Ge,Kr,147,110,5050,4681,0,0,0
Ge,Rb,127,94,4310,3973,0,0,0
Ge,Sr,109,81,3685,3379,0,0,0
Ge,Y,94,70,3162,2884,0,0,0
Ge,Zr,82,60,2725,2469,0,0,0
Ge,Nb,71,52,2351,2119,0,0,0
Ge,Mo,62,45,2035,1822,0,0,0
Ge,Tc,54,40,1767,1571,0,0,0
Ge,Ru,47,35,1537,1360,0,0,0
Ge,Rh,42,30,1341,1179,0,0,0
Ge,Pd,37,27,1173,1024,0,0,0
Ge,Ag,33,24,1030,892,0,0,0
Ge,Cd,29,21,905,778,0,0,0
Ge,In,26,18,797,681,0,0,0
Ge,Sn,23,16,704,597,0,0,0
Ge,Sb,20,15,623,524,0,0,0
Ge,Te,18,13,552,461,0,0,0
Ge,I,16,0,491,407,0,0,0
Ge,Xe,15,0,437,0,0,0,0
Ge,Cs,13,0,390,318,0,0,0
Ge,Ba,0,0,349,282,0,0,0
Ge,La,0,0,312,250,0,2819,2666
Ge,Ce,0,0,280,222,0,2473,2357
Ge,Pr,0,0,251,198,0,2205,2096
Ge,Nd,0,0,226,177,0,1963,1879
Ge,Pm,0,0,204,158,0,0,0
Ge,Sm,0,0,184,141,0,1564,1503
Ge,Eu,0,0,167,127,0,1411,1351
Ge,Gd,0,0,151,114,0,1269,1212
Ge,Tb,0,0,137,102,0,6227,7347
Ge,Dy,0,0,125,92,0,6999,6614
Ge,Ho,0,0,113,83,0,6355,5987
Ge,Er,0,0,103,75,0,5761,6317
Ge,Tm,0,0,94,68,0,6126,5738
Ge,Yb,0,0,86,61,0,5579,5189
Ge,Lu,0,0,79,55,0,5088,4722
Ge,Hf,0,0,73,50,0,4626,4286
Ge,Ta,0,0,67,46,0,4214,3897
Ge,W,0,0,61,41,0,3849,3549
Ge,Re,0,0,56,38,0,3511,3233
Ge,Os,0,0,52,34,0,3216,2949
Ge,Ir,0,0,48,31,0,2942,2685
Ge,Pt,0,0,44,29,0,2695,2461
Ge,Au,0,0,41,192,0,2472,2247
Ge,Hg,0,0,38,176,0,2273,2058
Ge,Tl,0,0,35,162,0,2086,1888
Ge,Pb,0,0,33,148,0,1921,1732
Ge,Bi,0,0,30,136,0,1768,1589
Ge,Po,0,0,206,125,0,0,0
Ge,At,0,0,193,115,0,0,0
Ge,Rn,0,0,180,106,0,0,0
Ge,Fr,0,0,168,97,0,0,0
Ge,Ra,0,0,157,90,0,0,0
Ge,Ac,0,0,147,83,0,0,0
Ge,Th,0,0,138,76,0,1019,895
Ge,Pa,0,0,129,70,0,946,828
Ge,U,0,0,121,64,0,877,766
As,H,0,0,0,0,0,0,0
As,He,0,0,0,0,0,0,0
As,Li,0,0,0,0,0,0,0
As,Be,105336,0,0,0,0,0,0
As,B,40604,0,0,0,0,0,0
As,C,27949,0,0,0,0,0,0
As,N,15397,0,0,0,0,0,0
As,O,8648,0,0,0,0,0,0
As,F,5026,0,0,0,0,0,0
As,Ne,3035,0,0,0,0,0,0
As,Na,1908,1788,0,0,0,0,0
As,Mg,1244,1141,0,0,0,0,0
As,Al,5429,5679,0,0,0,0,0
As,Si,4358,3827,0,0,0,0,0
As,P,3052,2629,0,0,0,0,0
As,S,2173,1841,0,0,0,0,0
As,Cl,1570,1306,0,0,0,0,0
As,Ar,1149,941,0,0,0,0,0
As,K,852,689,0,0,0,0,0
As,Ca,639,511,19821,19821,0,0,0
As,Sc,485,383,15179,14824,0,0,0
As,Ti,372,292,11708,11406,0,0,0
As,V,288,224,9144,8856,0,0,0
As,Cr,226,175,7201,6941,0,0,0
As,Mn,178,137,5739,5512,0,0,0
As,Fe,142,109,4598,4402,0,0,0
As,Co,114,87,3715,3559,0,0,0
As,Ni,93,70,3011,2880,0,0,0
As,Cu,76,57,2469,2352,0,0,0
As,Zn,62,47,2036,1934,0,0,0
As,Ga,52,39,1689,1597,0,0,0
As,Ge,43,32,1409,1328,0,0,0
As,As,36,27,1182,1111,0,0,0
As,Se,30,164,6471,6056,0,0,0
As,Br,186,140,5490,5109,0,0,0
As,Kr,159,119,5437,5043,0,0,0
As,Rb,137,102,4647,4286,0,0,0
As,Sr,118,88,3978,3651,0,0,0
As,Y,102,75,3419,3120,0,0,0
As,Zr,88,65,2950,2675,0,0,0
As,Nb,77,57,2548,2298,0,0,0
As,Mo,67,49,2209,1979,0,0,0
As,Tc,59,43,1919,1709,0,0,0
As,Ru,52,38,1671,1480,0,0,0
As,Rh,45,33,1460,1284,0,0,0
As,Pd,40,29,1278,1117,0,0,0
As,Ag,35,26,1123,973,0,0,0
As,Cd,31,23,987,850,0,0,0
As,In,28,20,871,744,0,0,0
As,Sn,25,18,769,653,0,0,0
As,Sb,22,16,681,573,0,0,0
As,Te,20,14,605,505,0,0,0
As,I,18,0,537,445,0,0,0
As,Xe,16,0,479,0,0,0,0
As,Cs,14,0,427,349,0,0,0
As,Ba,0,0,382,309,0,0,0
As,La,0,0,342,275,0,3168,2995
As,Ce,0,0,307,244,0,2777,2646
As,Pr,0,0,276,218,0,2475,2352
As,Nd,0,0,248,194,0,2201,2106
As,Pm,0,0,224,173,0,0,0
As,Sm,0,0,202,155,0,1750,1682
As,Eu,0,0,183,139,0,1577,1509
As,Gd,0,0,166,125,0,1417,1353
As,Tb,0,0,151,112,0,1276,1217
As,Dy,0,0,137,101,0,1159,5699
