zAbs,zMes,Ka,Kb,La,Lb,Ll,Ma,Mb
Fe,Eu,0,0,32,24,45,0,0
Fe,Gd,0,0,28,21,39,2132,2000
Fe,Tb,0,0,25,19,35,1897,1776
Fe,Dy,0,0,22,134,32,1677,1562
Fe,Ho,0,0,20,120,28,1484,1380
Fe,Er,0,0,18,108,25,1320,1223
Fe,Tm,0,0,132,98,23,1184,1094
Fe,Yb,0,0,119,87,21,1046,966
Fe,Lu,0,0,109,78,19,938,866
Fe,Hf,0,0,99,70,17,833,766
Fe,Ta,0,0,90,63,123,745,685
Fe,W,0,0,82,57,113,667,611
Fe,Re,0,0,75,51,104,596,546
Fe,Os,0,0,68,46,95,532,486
Fe,Ir,0,0,62,41,87,479,436
Fe,Pt,0,0,57,37,80,431,391
Fe,Au,0,0,52,34,74,390,353
Fe,Hg,0,0,48,30,68,350,316
Fe,Tl,0,0,43,27,62,314,282
Fe,Pb,0,0,40,25,58,283,254
Fe,Bi,0,0,37,22,53,258,231
Fe,Po,0,0,34,20,50,235,210
Fe,At,0,0,32,19,47,216,193
Fe,Rn,0,0,28,16,41,189,167
Fe,Fr,0,0,26,15,39,173,153
Fe,Ra,0,0,24,13,36,158,139
Fe,Ac,0,0,22,12,34,145,127
Fe,Th,0,0,20,11,31,131,115
Fe,Pa,0,0,19,10,29,121,106
Fe,U,0,0,17,9,27,109,95
Co,H,0,0,0,0,0,0,0
Co,He,0,0,0,0,0,0,0
Co,Li,450263,0,0,0,0,0,0
Co,Be,384431,0,0,0,0,0,0
Co,B,168362,0,0,0,0,0,0
Co,C,76066,0,0,0,0,0,0
Co,N,33716,0,0,0,0,0,0
Co,O,16234,0,0,0,0,0,0
Co,F,7977,0,0,0,0,0,0
Co,Ne,37261,0,0,0,0,0,0
Co,Na,22625,0,0,0,261421,0,0
Co,Mg,13746,12493,0,0,136865,0,0
Co,Al,8159,7307,0,0,203721,0,0
Co,Si,5289,4605,0,0,146039,0,0
Co,P,3287,2824,0,0,107588,0,0
Co,S,2216,1860,67767,67126,76011,0,0
Co,Cl,1422,1173,0,0,51661,0,0
Co,Ar,911,741,0,0,34316,0,0
Co,K,682,548,21778,21422,26285,0,0
Co,Ca,495,393,15511,15209,19422,0,0
Co,Sc,333,262,10336,10105,13261,0,0
Co,Ti,238,186,7415,7216,9720,0,0
Co,V,173,135,5401,5235,7146,0,0
Co,Cr,133,103,4172,4034,5523,0,0
Co,Mn,99,76,3154,3036,4190,0,0
Co,Fe,78,60,2503,2408,3339,0,0
Co,Co,60,46,1926,14855,2563,0,0
Co,Ni,49,297,12722,12160,2124,0,0
Co,Cu,293,227,10348,10211,13033,0,0
Co,Zn,239,183,8512,8070,10474,0,0
Co,Ga,188,143,6571,6203,9156,0,0
Co,Ge,152,115,5233,4921,7236,0,0
Co,As,124,93,4224,3951,5839,0,0
Co,Se,100,75,3352,3123,4657,0,0
Co,Br,84,62,2783,2583,3875,0,0
Co,Kr,68,50,2253,2081,3138,0,0
Co,Rb,57,42,1859,1707,2595,0,0
Co,Sr,48,35,1539,1404,2152,0,0
Co,Y,40,29,1291,1172,1808,0,0
Co,Zr,34,25,1076,970,1510,0,0
Co,Nb,29,21,905,811,1270,0,0
Co,Mo,24,17,753,671,1059,0,0
Co,Tc,20,15,630,557,885,0,0
Co,Ru,17,12,533,469,749,0,0
Co,Rh,15,11,454,397,638,0,0
Co,Pd,13,9,382,332,537,0,0
Co,Ag,11,8,329,284,462,0,0
Co,Cd,9,7,276,237,388,0,0
Co,In,8,6,237,202,333,0,0
Co,Sn,7,5,202,171,283,0,0
Co,Sb,6,4,174,146,243,0,0
Co,Te,5,0,147,122,205,0,0
Co,I,4,0,131,108,183,0,0
Co,Xe,4,0,113,92,158,0,0
Co,Cs,0,0,99,80,138,0,0
Co,Ba,0,0,85,69,120,0,0
Co,La,0,0,76,60,105,0,0
Co,Ce,0,0,67,53,94,4895,4714
Co,Pr,0,0,60,47,84,4666,4607
Co,Nd,0,0,53,41,74,4216,3985
Co,Pm,0,0,47,36,65,3687,3487
Co,Sm,0,0,41,32,57,3206,3030
Co,Eu,0,0,37,28,51,0,0
Co,Gd,0,0,32,24,45,2430,2280
Co,Tb,0,0,29,22,41,2164,2028
Co,Dy,0,0,26,19,36,1915,1785
Co,Ho,0,0,23,17,32,1698,1580
Co,Er,0,0,21,120,29,1512,1402
Co,Tm,0,0,19,108,27,1357,1256
Co,Yb,0,0,17,97,24,1201,1111
Co,Lu,0,0,15,87,22,1078,996
Co,Hf,0,0,109,78,19,959,883
Co,Ta,0,0,100,71,18,858,791
Co,W,0,0,91,63,16,769,706
Co,Re,0,0,84,57,15,688,630
Co,Os,0,0,76,51,105,614,561
Co,Ir,0,0,70,46,97,554,504
Co,Pt,0,0,64,42,89,498,452
Co,Au,0,0,59,38,83,451,408
Co,Hg,0,0,53,34,76,405,365
Co,Tl,0,0,49,31,70,363,327
Co,Pb,0,0,45,28,64,327,294
Co,Bi,0,0,41,25,60,299,267
Co,Po,0,0,38,23,56,272,243
Co,At,0,0,36,21,52,250,223
Co,Rn,0,0,32,18,46,218,193
Co,Fr,0,0,29,17,43,200,177
Co,Ra,0,0,27,15,40,182,160
Co,Ac,0,0,25,14,38,167,147
Co,Th,0,0,23,12,35,151,132
Co,Pa,0,0,22,11,33,140,123
Co,U,0,0,20,10,30,126,110
Ni,H,0,0,0,0,0,0,0
Ni,He,0,0,0,0,0,0,0
Ni,Li,431766,0,0,0,0,0,0
Ni,Be,419612,0,0,0,0,0,0
Ni,B,214789,0,0,0,0,0,0
Ni,C,103963,0,0,0,0,0,0
Ni,N,44858,0,0,0,0,0,0
Ni,O,20688,0,0,0,0,0,0
Ni,F,9566,0,0,0,0,0,0
Ni,Ne,5274,0,0,0,0,0,0
Ni,Na,26006,0,0,0,218618,0,0
Ni,Mg,15717,14279,0,0,123741,0,0
Ni,Al,9317,8331,0,0,196795,0,0
Ni,Si,6005,5228,0,0,159964,0,0
Ni,P,3734,3213,0,0,117854,0,0
Ni,S,2527,2128,83726,83057,89666,0,0
Ni,Cl,1633,1353,0,0,65832,0,0
Ni,Ar,1054,862,0,0,45602,0,0
Ni,K,796,643,29889,29360,35514,0,0
Ni,Ca,582,465,20908,20490,26469,0,0
Ni,Sc,394,312,13735,13406,17853,0,0
Ni,Ti,284,223,9697,9427,12919,0,0
Ni,V,207,162,6957,6706,9356,0,0
Ni,Cr,159,123,5134,4934,7167,0,0
Ni,Mn,119,92,3772,3633,5211,0,0
Ni,Fe,94,71,2983,2858,4003,0,0
Ni,Co,71,54,2161,2077,3073,0,0
Ni,Ni,58,43,1802,13818,2403,0,0
Ni,Cu,43,259,10859,10332,1830,0,0
Ni,Zn,271,210,9600,9278,11896,0,0
Ni,Ga,214,164,7541,7114,9231,0,0
Ni,Ge,174,132,5992,5630,8318,0,0
Ni,As,143,108,4829,4516,6697,0,0
Ni,Se,115,86,3830,3569,5331,0,0
Ni,Br,97,72,3178,2947,4429,0,0
Ni,Kr,79,58,2568,2368,3585,0,0
Ni,Rb,66,49,2112,1938,2964,0,0
Ni,Sr,55,41,1747,1594,2452,0,0
Ni,Y,47,34,1466,1331,2055,0,0
Ni,Zr,39,29,1223,1103,1714,0,0
Ni,Nb,33,24,1030,924,1442,0,0
Ni,Mo,28,20,859,766,1203,0,0
Ni,Tc,24,17,720,639,1007,0,0
Ni,Ru,20,15,611,539,854,0,0
Ni,Rh,17,12,522,458,729,0,0
Ni,Pd,15,11,441,384,615,0,0
Ni,Ag,13,9,381,330,531,0,0
Ni,Cd,11,8,321,276,447,0,0
Ni,In,9,7,277,237,385,0,0
Ni,Sn,8,6,237,201,328,0,0
Ni,Sb,7,5,204,172,283,0,0
Ni,Te,6,0,173,145,240,0,0
Ni,I,5,0,155,128,214,0,0
Ni,Xe,4,0,134,110,185,0,0
Ni,Cs,0,0,118,96,163,0,0
Ni,Ba,0,0,102,82,141,0,0
Ni,La,0,0,90,72,125,0,0
Ni,Ce,0,0,80,64,111,5560,5299
Ni,Pr,0,0,72,57,100,4903,4663
Ni,Nd,0,0,63,49,88,4286,4243
Ni,Pm,0,0,56,43,78,4239,4007
Ni,Sm,0,0,49,38,69,3682,3477
Ni,Eu,0,0,44,34,62,0,0
Ni,Gd,0,0,39,29,54,2782,2609
Ni,Tb,0,0,35,26,49,2475,2318
Ni,Dy,0,0,31,23,43,2189,2040
Ni,Ho,0,0,28,20,39,1940,1806
Ni,Er,0,0,25,18,35,1728,1602
Ni,Tm,0,0,22,16,32,1550,1433
Ni,Yb,0,0,20,110,28,1371,1266
Ni,Lu,0,0,18,99,26,1229,1134
Ni,Hf,0,0,16,89,23,1091,1004
Ni,Ta,0,0,15,81,21,975,898
Ni,W,0,0,103,73,19,874,801
Ni,Re,0,0,95,66,17,781,716
Ni,Os,0,0,86,59,16,698,638
Ni,Ir,0,0,79,53,14,629,573
Ni,Pt,0,0,73,48,13,566,514
Ni,Au,0,0,67,44,94,513,464
Ni,Hg,0,0,61,39,86,461,417
Ni,Tl,0,0,56,35,79,414,373
Ni,Pb,0,0,51,32,73,374,336
Ni,Bi,0,0,48,29,68,341,306
Ni,Po,0,0,44,27,64,312,279
Ni,At,0,0,41,24,60,287,256
Ni,Rn,0,0,36,21,53,251,223
Ni,Fr,0,0,34,19,50,230,204
Ni,Ra,0,0,31,18,46,210,186
Ni,Ac,0,0,29,16,43,193,170
Ni,Th,0,0,27,14,40,175,154
Ni,Pa,0,0,25,13,38,163,143
Ni,U,0,0,23,12,35,147,128
Cu,H,0,0,0,0,0,0,0
Cu,He,0,0,0,0,0,0,0
Cu,Li,683804,0,0,0,0,0,0
Cu,Be,435533,0,0,0,0,0,0
Cu,B,249448,0,0,0,0,0,0
Cu,C,112908,0,0,0,0,0,0
Cu,N,51173,0,0,0,0,0,0
Cu,O,24748,0,0,0,0,0,0
Cu,F,11808,0,0,0,0,0,0
Cu,Ne,6774,0,0,0,0,0,0
Cu,Na,26544,0,0,0,295738,0,0
Cu,Mg,18138,16523,0,0,198735,0,0
Cu,Al,10725,9602,0,0,164254,0,0
Cu,Si,6948,6056,0,0,144413,0,0
Cu,P,4333,3731,0,0,125710,0,0
Cu,S,2937,2473,98129,97467,107276,0,0
Cu,Cl,1897,1572,0,0,76554,0,0
Cu,Ar,1224,1000,0,0,50581,0,0
Cu,K,923,745,32431,31926,38912,0,0
Cu,Ca,674,539,23304,22866,29053,0,0
Cu,Sc,456,361,15700,15367,19953,0,0
Cu,Ti,328,258,11074,10755,14763,0,0
Cu,V,240,187,8234,7982,10698,0,0
Cu,Cr,184,142,6353,6141,8387,0,0
Cu,Mn,138,106,4720,4535,6377,0,0
Cu,Fe,108,82,3647,3508,5028,0,0
Cu,Co,82,62,2847,2732,3791,0,0
Cu,Ni,67,50,2312,2179,3115,0,0
Cu,Cu,50,37,1555,12464,2386,0,0
Cu,Zn,40,236,10090,9466,1855,0,0
Cu,Ga,241,185,7954,7633,11090,0,0
Cu,Ge,196,150,6683,6396,8488,0,0
Cu,As,161,122,5592,5223,7162,0,0
Cu,Se,130,98,4421,4114,6003,0,0
Cu,Br,110,82,3658,3394,5127,0,0
Cu,Kr,89,67,2961,2734,4138,0,0
Cu,Rb,75,56,2442,2243,3412,0,0
Cu,Sr,63,46,2023,1847,2827,0,0
Cu,Y,54,39,1700,1544,2375,0,0
Cu,Zr,45,33,1419,1281,1984,0,0
Cu,Nb,38,28,1196,1074,1672,0,0
Cu,Mo,32,23,998,891,1396,0,0
Cu,Tc,27,20,837,742,1169,0,0
Cu,Ru,23,17,710,626,992,0,0
Cu,Rh,20,14,607,532,847,0,0
Cu,Pd,17,12,513,446,715,0,0
Cu,Ag,15,10,443,383,617,0,0
Cu,Cd,12,9,373,320,519,0,0
Cu,In,11,8,321,274,447,0,0
Cu,Sn,9,6,274,233,381,0,0
Cu,Sb,8,6,237,199,329,0,0
Cu,Te,7,0,200,167,278,0,0
Cu,I,6,0,179,148,249,0,0
Cu,Xe,5,0,155,127,215,0,0
Cu,Cs,0,0,136,111,189,0,0
Cu,Ba,0,0,118,95,164,0,0
Cu,La,0,0,104,84,145,0,0
Cu,Ce,0,0,93,74,129,867,821
Cu,Pr,0,0,83,65,116,703,5626
Cu,Nd,0,0,73,57,101,5068,4749
Cu,Pm,0,0,64,50,90,4346,4092
Cu,Sm,0,0,57,44,79,3825,3674
Cu,Eu,0,0,51,39,71,0,0
Cu,Gd,0,0,45,34,62,3098,2961
Cu,Tb,0,0,40,30,56,2840,2685
Cu,Dy,0,0,36,26,50,2534,2359
Cu,Ho,0,0,32,23,45,2242,2084
Cu,Er,0,0,29,21,40,1993,1845
Cu,Tm,0,0,26,18,37,1786,1650
Cu,Yb,0,0,23,16,33,1579,1459
Cu,Lu,0,0,21,14,30,1417,1309
Cu,Hf,0,0,19,100,27,1259,1160
Cu,Ta,0,0,17,90,24,1128,1039
Cu,W,0,0,15,82,22,1011,928
Cu,Re,0,0,14,74,20,905,830
Cu,Os,0,0,12,66,18,809,740
Cu,Ir,0,0,89,60,17,730,665
Cu,Pt,0,0,82,55,15,657,597
Cu,Au,0,0,75,50,14,595,540
Cu,Hg,0,0,69,45,13,535,484
Cu,Tl,0,0,63,40,11,481,434
Cu,Pb,0,0,58,36,82,434,391
Cu,Bi,0,0,54,33,77,397,356
Cu,Po,0,0,50,30,72,363,324
Cu,At,0,0,47,28,67,334,298
Cu,Rn,0,0,41,24,60,291,259
Cu,Fr,0,0,38,22,56,267,237
Cu,Ra,0,0,35,20,52,244,216
Cu,Ac,0,0,33,18,49,225,198
Cu,Th,0,0,30,16,45,203,179
Cu,Pa,0,0,28,15,43,189,166
Cu,U,0,0,26,14,39,171,149
Zn,H,0,0,0,0,0,0,0
Zn,He,0,0,0,0,0,0,0
Zn,Li,860767,0,0,0,0,0,0
Zn,Be,489272,0,0,0,0,0,0
Zn,B,285076,0,0,0,0,0,0
Zn,C,133925,0,0,0,0,0,0
Zn,N,61129,0,0,0,0,0,0
Zn,O,27186,0,0,0,0,0,0
Zn,F,12813,0,0,0,0,0,0
Zn,Ne,7309,0,0,0,0,0,0
Zn,Na,29888,0,0,0,233904,0,0
Zn,Mg,20364,18582,0,0,252039,0,0
Zn,Al,12156,10906,0,0,197216,0,0
Zn,Si,7933,6926,0,0,168989,0,0
Zn,P,4969,4284,0,0,139584,0,0
Zn,S,3376,2845,108161,107481,117532,0,0
Zn,Cl,2184,1811,0,0,87402,0,0
Zn,Ar,1410,1153,0,0,60225,0,0
Zn,K,1064,859,38557,37978,45973,0,0
Zn,Ca,777,621,27920,27408,34627,0,0
Zn,Sc,525,416,18709,18250,23928,0,0
Zn,Ti,378,297,13118,12737,17598,0,0
Zn,V,276,215,9142,8812,12665,0,0
Zn,Cr,212,164,6807,6572,9422,0,0
Zn,Mn,159,122,5093,4895,6862,0,0
Zn,Fe,124,95,4012,3861,5409,0,0
Zn,Co,95,72,3094,2960,4116,0,0
Zn,Ni,77,58,2494,2378,3410,0,0
Zn,Cu,58,43,1872,1788,2582,0,0
Zn,Zn,46,34,1521,10621,2048,0,0
Zn,Ga,36,209,8978,8607,1601,0,0
Zn,Ge,220,169,7518,7186,9534,0,0
Zn,As,181,138,6282,5878,8077,0,0
Zn,Se,147,111,4989,4651,6749,0,0
Zn,Br,124,93,4146,3852,5763,0,0
Zn,Kr,101,75,3366,3113,4671,0,0
Zn,Rb,85,63,2785,2562,3867,0,0
Zn,Sr,71,53,2313,2114,3214,0,0
Zn,Y,61,45,1946,1770,2708,0,0
Zn,Zr,51,37,1628,1471,2268,0,0
Zn,Nb,44,32,1374,1234,1914,0,0
Zn,Mo,37,27,1147,1024,1601,0,0
Zn,Tc,31,22,963,854,1343,0,0
Zn,Ru,26,19,818,721,1140,0,0
Zn,Rh,23,16,699,613,974,0,0
Zn,Pd,19,14,590,514,822,0,0
Zn,Ag,17,12,510,441,710,0,0
Zn,Cd,14,10,430,369,598,0,0
Zn,In,12,9,370,316,515,0,0
Zn,Sn,10,7,316,268,439,0,0
Zn,Sb,9,6,273,229,379,0,0
Zn,Te,8,0,231,193,320,0,0
Zn,I,7,0,206,171,286,0,0
Zn,Xe,6,0,178,146,248,0,0
Zn,Cs,0,0,157,128,218,0,0
Zn,Ba,0,0,136,110,188,0,0
Zn,La,0,0,120,96,167,0,0
Zn,Ce,0,0,107,85,148,957,912
Zn,Pr,0,0,95,75,133,845,807
Zn,Nd,0,0,84,66,117,743,708
Zn,Pm,0,0,74,58,104,4819,4624
Zn,Sm,0,0,66,50,91,4322,4146
Zn,Eu,0,0,59,45,82,0,0
Zn,Gd,0,0,52,39,72,3485,3327
Zn,Tb,0,0,46,35,65,3189,3015
Zn,Dy,0,0,41,30,58,2848,2656
Zn,Ho,0,0,37,27,52,2526,2352
Zn,Er,0,0,33,24,46,2251,2088
Zn,Tm,0,0,30,21,42,2022,1872
Zn,Yb,0,0,27,19,38,1791,1658
Zn,Lu,0,0,24,17,34,1611,1490
Zn,Hf,0,0,22,15,31,1434,1324
Zn,Ta,0,0,20,13,28,1287,1187
Zn,W,0,0,18,92,25,1155,1061
Zn,Re,0,0,16,83,23,1035,950
Zn,Os,0,0,14,75,21,926,848
Zn,Ir,0,0,13,68,19,836,763
Zn,Pt,0,0,12,62,17,754,686
Zn,Au,0,0,85,56,16,683,620
Zn,Hg,0,0,78,50,15,615,556
Zn,Tl,0,0,71,45,13,553,499
Zn,Pb,0,0,66,41,12,500,450
Zn,Bi,0,0,61,37,11,456,409
Zn,Po,0,0,56,34,10,417,373
Zn,At,0,0,53,31,76,384,343
Zn,Rn,0,0,47,27,68,335,298
Zn,Fr,0,0,43,25,63,308,273
Zn,Ra,0,0,40,23,59,281,248
Zn,Ac,0,0,37,21,55,259,228
Zn,Th,0,0,34,19,51,234,206
Zn,Pa,0,0,32,17,48,218,191
Zn,U,0,0,29,15,44,197,172
Ga,H,0,0,0,0,0,0,0
Ga,He,0,0,0,0,0,0,0
Ga,Li,592037,0,0,0,0,0,0
Ga,Be,469449,0,0,0,0,0,0
Ga,B,283824,0,0,0,0,0,0
Ga,C,157501,0,0,0,0,0,0
Ga,N,74436,0,0,0,0,0,0
Ga,O,35838,0,0,0,0,0,0
Ga,F,16932,0,0,0,0,0,0
Ga,Ne,8533,0,0,0,0,0,0
Ga,Na,4633,0,0,0,116035,0,0
Ga,Mg,20055,20984,0,0,163438,0,0
Ga,Al,13677,12270,0,0,159567,0,0
Ga,Si,8928,7796,0,0,149048,0,0
Ga,P,5595,4826,0,0,136617,0,0
Ga,S,3805,3209,107043,106409,115737,0,0
Ga,Cl,2465,2044,0,0,86951,0,0
Ga,Ar,1593,1303,0,0,63228,0,0
Ga,K,1203,972,45819,45240,53111,0,0
Ga,Ca,880,703,33832,33194,41720,0,0
Ga,Sc,595,471,22827,22301,28963,0,0
Ga,Ti,429,337,16300,15863,21468,0,0
Ga,V,314,244,11910,11553,15710,0,0
Ga,Cr,241,187,9081,8760,12168,0,0
Ga,Mn,181,139,6745,6486,9157,0,0
Ga,Fe,142,108,5140,4878,7178,0,0
Ga,Co,108,82,3696,3499,5435,0,0
Ga,Ni,88,66,2912,2777,4200,0,0
Ga,Cu,66,50,2183,2077,3014,0,0
Ga,Zn,53,39,1738,1652,2392,0,0
Ga,Ga,41,30,1354,8344,1856,0,0
Ga,Ge,32,187,7332,7028,1481,0,0
Ga,As,200,153,6274,6636,7827,0,0
Ga,Se,163,123,5625,5239,6592,0,0
Ga,Br,138,104,4665,4334,5797,0,0
Ga,Kr,113,84,3787,3502,5265,0,0
Ga,Rb,95,71,3134,2883,4351,0,0
Ga,Sr,80,59,2603,2379,3616,0,0
Ga,Y,68,50,2191,1993,3047,0,0
Ga,Zr,57,42,1833,1657,2552,0,0
Ga,Nb,49,36,1548,1391,2155,0,0
Ga,Mo,41,30,1293,1155,1802,0,0
Ga,Tc,35,25,1085,964,1512,0,0
Ga,Ru,30,22,922,814,1285,0,0
Ga,Rh,26,19,789,692,1098,0,0
Ga,Pd,22,16,667,581,928,0,0
Ga,Ag,19,14,576,499,801,0,0
Ga,Cd,16,11,485,418,675,0,0
Ga,In,14,10,419,358,581,0,0
Ga,Sn,12,8,358,303,496,0,0
Ga,Sb,10,7,309,260,428,0,0
Ga,Te,9,0,261,218,362,0,0
Ga,I,8,0,234,194,324,0,0
Ga,Xe,7,0,202,166,280,0,0
Ga,Cs,0,0,178,145,246,0,0
Ga,Ba,0,0,154,125,213,0,0
Ga,La,0,0,136,109,189,0,0
Ga,Ce,0,0,121,97,168,1118,1065
Ga,Pr,0,0,108,86,151,986,937
Ga,Nd,0,0,95,75,133,857,812
Ga,Pm,0,0,84,66,118,754,714
Ga,Sm,0,0,75,57,104,659,624
Ga,Eu,0,0,67,51,93,0,0
Ga,Gd,0,0,59,44,82,3398,3253
Ga,Tb,0,0,53,39,74,3128,2994
Ga,Dy,0,0,47,35,66,2860,2998
Ga,Ho,0,0,42,31,59,2850,2652
Ga,Er,0,0,38,27,53,2537,2351
Ga,Tm,0,0,34,24,48,2276,2106
Ga,Yb,0,0,30,21,43,2015,1866
Ga,Lu,0,0,28,19,39,1812,1677
Ga,Hf,0,0,25,17,35,1614,1489
Ga,Ta,0,0,22,15,32,1448,1336
Ga,W,0,0,20,14,29,1300,1195
Ga,Re,0,0,18,12,26,1165,1069
Ga,Os,0,0,17,11,24,1043,954
Ga,Ir,0,0,15,75,22,942,859
Ga,Pt,0,0,14,68,20,849,772
Ga,Au,0,0,12,62,18,770,698
Ga,Hg,0,0,11,56,17,692,627
Ga,Tl,0,0,10,51,15,623,562
Ga,Pb,0,0,72,46,14,563,507
Ga,Bi,0,0,67,42,13,515,462
Ga,Po,0,0,62,38,12,471,421
Ga,At,0,0,58,35,11,433,387
Ga,Rn,0,0,52,31,10,378,337
Ga,Fr,0,0,48,28,70,347,309
Ga,Ra,0,0,45,25,65,317,281
Ga,Ac,0,0,42,23,61,292,257
Ga,Th,0,0,38,21,57,265,233
Ga,Pa,0,0,36,19,54,246,216
Ga,U,0,0,33,17,49,222,194
Ge,H,0,0,0,0,0,0,0
Ge,He,0,0,0,0,0,0,0
Ge,Li,429498,0,0,0,0,0,0
Ge,Be,460367,0,0,0,0,0,0
Ge,B,332251,0,0,0,0,0,0
Ge,C,186513,0,0,0,0,0,0
Ge,N,86211,0,0,0,0,0,0
Ge,O,41036,0,0,0,0,0,0
Ge,F,19078,0,0,0,0,0,0
Ge,Ne,10258,0,0,0,0,0,0
Ge,Na,5406,0,0,0,99702,0,0
Ge,Mg,22717,21276,0,0,112165,0,0
Ge,Al,15343,13851,0,0,143910,0,0
Ge,Si,10153,8886,0,0,144953,0,0
Ge,P,6401,5529,0,0,134244,0,0
Ge,S,4367,3685,121129,120608,126796,0,0
Ge,Cl,2832,2349,0,0,101591,0,0
Ge,Ar,1831,1497,0,0,75388,0,0
Ge,K,1382,1116,53541,52700,62940,0,0
Ge,Ca,1009,806,38889,38198,47937,0,0
Ge,Sc,682,540,26454,25897,33370,0,0
Ge,Ti,491,386,19121,18569,24875,0,0
Ge,V,359,279,13697,13255,18465,0,0
Ge,Cr,275,213,10423,10041,14040,0,0
Ge,Mn,206,159,7631,7321,10502,0,0
Ge,Fe,162,124,5894,5640,8162,0,0
Ge,Co,123,94,4400,4193,6126,0,0
Ge,Ni,100,76,3499,3327,4923,0,0
Ge,Cu,76,57,2566,2427,3645,0,0
Ge,Zn,60,45,2031,1928,2854,0,0
Ge,Ga,47,35,1575,1489,2167,0,0
Ge,Ge,37,28,1260,7971,1728,0,0
Ge,As,30,172,7100,6784,1401,0,0
Ge,Se,182,139,5964,5683,1122,0,0
Ge,Br,154,117,5220,4886,6559,0,0
Ge,Kr,126,95,4280,3967,5594,0,0
Ge,Rb,107,80,3558,3280,4872,0,0
Ge,Sr,90,67,2965,2714,4087,0,0
Ge,Y,77,57,2502,2279,3458,0,0
Ge,Zr,65,48,2098,1898,2906,0,0
Ge,Nb,55,41,1774,1595,2459,0,0
Ge,Mo,47,34,1483,1326,2062,0,0
Ge,Tc,40,29,1246,1107,1733,0,0
Ge,Ru,34,25,1060,935,1474,0,0
Ge,Rh,29,21,907,795,1261,0,0
Ge,Pd,25,18,766,668,1065,0,0
Ge,Ag,22,15,662,573,921,0,0
Ge,Cd,18,13,558,480,776,0,0
Ge,In,16,11,481,411,668,0,0
Ge,Sn,14,10,411,348,570,0,0
Ge,Sb,12,8,354,298,492,0,0
Ge,Te,10,0,300,250,416,0,0
Ge,I,9,0,268,222,372,0,0
Ge,Xe,8,0,231,190,322,0,0
Ge,Cs,0,0,203,166,283,0,0
Ge,Ba,0,0,176,143,245,0,0
Ge,La,0,0,156,125,216,0,0
Ge,Ce,0,0,139,110,193,1334,1264
Ge,Pr,0,0,124,98,173,1159,1096
Ge,Nd,0,0,109,85,152,1001,949
Ge,Pm,0,0,97,75,135,880,833
Ge,Sm,0,0,85,66,119,768,726
Ge,Eu,0,0,76,58,107,0,0
Ge,Gd,0,0,67,51,94,585,3690
Ge,Tb,0,0,60,45,84,3545,3389
Ge,Dy,0,0,54,40,75,3236,3085
Ge,Ho,0,0,48,35,67,2967,2825
Ge,Er,0,0,43,31,60,2729,2592
Ge,Tm,0,0,39,28,55,2526,2372
Ge,Yb,0,0,35,25,49,2272,2108
Ge,Lu,0,0,32,22,45,2048,1899
Ge,Hf,0,0,28,20,40,1829,1691
Ge,Ta,0,0,26,18,37,1645,1520
Ge,W,0,0,23,16,33,1480,1362
Ge,Re,0,0,21,14,30,1328,1221
Ge,Os,0,0,19,12,27,1190,1091
Ge,Ir,0,0,17,11,25,1076,984
Ge,Pt,0,0,16,10,23,972,885
Ge,Au,0,0,14,70,21,882,801
Ge,Hg,0,0,13,63,19,794,719
Ge,Tl,0,0,12,57,17,714,645
Ge,Pb,0,0,11,52,16,646,582
Ge,Bi,0,0,10,47,15,591,530
Ge,Po,0,0,70,43,14,541,484
Ge,At,0,0,65,40,13,498,445
Ge,Rn,0,0,58,35,11,435,387
Ge,Fr,0,0,54,32,11,399,355
Ge,Ra,0,0,50,29,10,365,323
Ge,Ac,0,0,47,26,9,336,296
Ge,Th,0,0,43,24,63,304,267
Ge,Pa,0,0,40,22,60,283,248
Ge,U,0,0,37,20,55,255,223
As,H,0,0,0,0,0,0,0
As,He,0,0,0,0,0,0,0
As,Li,221855,0,0,0,0,0,0
As,Be,392056,0,0,0,0,0,0
As,B,304333,0,0,0,0,0,0
As,C,173343,0,0,0,0,0,0
As,N,83493,0,0,0,0,0,0
As,O,41208,0,0,0,0,0,0
As,F,20066,0,0,0,0,0,0
As,Ne,11477,0,0,0,0,0,0
As,Na,6272,0,0,0,51361,0,0
As,Mg,3831,3495,0,0,54296,0,0
As,Al,14989,15440,0,0,97855,0,0
As,Si,11356,9956,0,0,116703,0,0
As,P,7192,6222,0,0,114941,0,0
As,S,4922,4159,108849,108556,112758,0,0
As,Cl,3199,2656,0,0,92997,0,0
As,Ar,2071,1694,0,0,72103,0,0
As,K,1565,1264,50013,49270,58412,0,0
As,Ca,1144,914,36916,36295,44988,0,0
As,Sc,774,612,25637,25097,31742,0,0
As,Ti,557,438,18604,18123,24107,0,0
As,V,407,317,13681,13279,17911,0,0
As,Cr,313,242,10579,10225,13963,0,0
As,Mn,234,180,7963,7659,10633,0,0
As,Fe,184,141,6283,6041,8443,0,0
As,Co,140,107,4820,4616,6446,0,0
As,Ni,114,87,3917,3741,5323,0,0
As,Cu,86,65,2955,2813,4037,0,0
As,Zn,69,52,2358,2237,3226,0,0
As,Ga,53,40,1824,1723,2514,0,0
As,Ge,43,32,1456,1370,2006,0,0
As,As,34,25,1180,1107,1622,0,0
As,Se,27,154,6044,5672,1296,0,0
As,Br,171,130,5107,4781,1083,0,0
